name,price,url
Smartphone Samsung Galaxy S21 128GB Cinza 5G,5399.1,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s21-128gb-cinza-5g-8gb-ram-tela-62-cam-tripla-selfie-10mp/p/155618700/te/gs21/
Smartphone LG K62+ 128GB Branco 4G Octa-Core,1524.27,https://www.magazineluiza.com.br/smartphone-lg-k62-128gb-branco-4g-octa-core-4gb-ram-tela-659-cam-quadrupla-selfie-28mp/p/155592900/te/telg/
"Smartphone Motorola Moto G9 Play 64GB 4GB RAM Câmera Tripla 48MP Tela 6.5"" - Azul Safira",1244.9,https://www.magazineluiza.com.br/smartphone-motorola-moto-g9-play-64gb-4gb-ram-camera-tripla-48mp-tela-6-5-azul-safira/p/jcg8jkb997/te/g9py/
"iPhone 12 Pro Max Apple 128GB Prateado 6,7”",9020.07,https://www.magazineluiza.com.br/iphone-12-pro-max-apple-128gb-prateado-67-cam-tripla-12mp-ios/p/155596000/te/12pm/
Smartphone Samsung Galaxy S20 128GB Cloud Blue 4G,3332.22,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s20-128gb-cloud-blue-4g-octa-core-8gb-ram-62-cam-tripla-selfie-10mp/p/155576800/te/gs20/
"iPhone 12 Apple 128GB Verde Tela 6,1”",6881.07,https://www.magazineluiza.com.br/iphone-12-apple-128gb-verde-tela-61-cam-dupla-12mp-ios/p/155598500/te/ip12/
Smartphone Motorola One Fusion+ 128GB Azul Indigo,1739.0,https://www.magazineluiza.com.br/smartphone-motorola-one-fusion-128gb-azul-indigo-4g-4gb-ram-tela-65-cam-quadrupla-selfie-16mp/p/155586100/te/mtof/
"iPhone 12  Apple 64GB Branco 6,1” Câm. Dupla 12MP",6509.07,https://www.magazineluiza.com.br/iphone-12-apple-64gb-branco-61-cam-dupla-12mp-ios/p/155597700/te/ip12/
"iPhone 12 Pro Max Apple 256GB Grafite 6,7”",10499.0,https://www.magazineluiza.com.br/iphone-12-pro-max-apple-256gb-grafite-67-cam-tripla-12mp-ios/p/155596300/te/12pm/
Smartphone LG K61 128GB Branco 4G Octa-Core,1259.1,https://www.magazineluiza.com.br/smartphone-lg-k61-128gb-branco-4g-octa-core-4gb-ram-653-cam-quadrupla-selfie-16mp/p/155583100/te/lk61/
Smartphone Samsung Galaxy A12 64GB Branco 4G,1439.1,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a12-64gb-branco-4g-octa-core-4gb-ram-65-cam-quadrupla-selfie-8mp/p/155617400/te/galx/
"iPhone 12  Apple 64GB Preto 6,1” Câm. Dupla 12MP",6509.07,https://www.magazineluiza.com.br/iphone-12-apple-64gb-preto-61-cam-dupla-12mp-ios/p/155597600/te/ip12/
"iPhone 12 Apple 128GB (PRODUCT)RED Tela 6,1”",6881.07,https://www.magazineluiza.com.br/iphone-12-apple-128gb-product-red-tela-61-cam-dupla-12mp-ios/p/155598300/te/ip12/
Smartphone LG K41S 32GB Câmera Quádrupla 13MP 5MP 2MP 2MP Frontal 8MP Android 9 Titânio,833.23,https://www.magazineluiza.com.br/smartphone-lg-k41s-32gb-camera-quadrupla-13mp-5mp-2mp-2mp-frontal-8mp-android-9-titanio/p/jea88c57c1/te/k41s/
"Smartphone Asus Zenfone Max Shot 64GB (32GB + 32GB de Cartão MicroSD) Azul Octa-Core 3GB de RAM Tela 6,2"" Câm.Tripla + Selfie 8MP",949.0,https://www.magazineluiza.com.br/smartphone-asus-zenfone-max-shot-64gb-32gb-32gb-de-cartao-microsd-azul-octa-core-3gb-de-ram-tela-62-cam-tripla-selfie-8mp/p/gf6kb4kga0/te/tcsp/
"Smartphone Asus Zenfone Max Shot Plus 128GB (64GB + 64GB de Cartão MicroSD) Prata Octa-Core 4GB de RAM Tela 6,2 Câm.Tripla + Selfie 8MP",1099.0,https://www.magazineluiza.com.br/smartphone-asus-zenfone-max-shot-plus-128gb-64gb-64gb-de-cartao-microsd-prata-octa-core-4gb-de-ram-tela-62-cam-tripla-selfie-8mp/p/bha9f8320e/te/zenf/
"Smartphone Motorola Moto E6S Tela 6,1"" - Helio P22 Octa-Core - Câm. Dupla 13 MP",999.0,https://www.magazineluiza.com.br/smartphone-motorola-moto-e6s-tela-61-helio-p22-octa-core-cam-dupla-13-mp/p/cf8hdgd8ch/te/me6s/
Smartphone Samsung Galaxy A71 - 128 GB,1899.05,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a71-128-gb/p/ekhh663338/te/ga71/
Smartphone Xiaomi Redmi 9C 32GB Laranja 4G,1499.99,https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-9c-32gb-laranja-4g-octa-core-2gb-653-cam-tripla-selfie-5mp/p/227648400/te/xiao/
iPhone 11 64GB - Preto,4739.0,https://www.magazineluiza.com.br/iphone-11-64gb-preto-apple/p/dfj7b84cc2/te/ip11/
Smartphone Motorola Edge 128GB Solar Black 6GB RAM,3999.0,https://www.magazineluiza.com.br/smartphone-motorola-edge-128gb-solar-black-6gb-ram-tela-67-cam-quadrupla-selfie-25mp/p/155586400/te/medg/
"iPhone 12 Pro Max Apple 256GB Dourado 6,7”",10499.0,https://www.magazineluiza.com.br/iphone-12-pro-max-apple-256gb-dourado-67-cam-tripla-12mp-ios/p/155596500/te/12pm/
"Smartphone Xiaomi Redmi 9A Tela 6,53 2Gb/32Gb 4G CX298CIN",1399.0,https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-9a-tela-653-2gb-32gb-4g-cx298cin/p/ga39951f3e/te/xiao/
"iPhone 12 Pro Apple 256GB Grafite 6,1”",8927.07,https://www.magazineluiza.com.br/iphone-12-pro-apple-256gb-grafite-61-cam-tripla-12mp-ios/p/155599900/te/i12p/
"Smartphone xiaomi redmi 9a tela 6,53"" 2gb/32gb 4g, azul",1109.99,https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-9a-tela-653-2gb-32gb-4g-azul/p/cff2d97hch/te/xiao/
Smartphone Philco PCS02SG HIT MAX 128GB Space Grey,929.0,https://www.magazineluiza.com.br/smartphone-philco-pcs02sg-hit-max-128gb-space-grey-4g-4gb-ram-tela-6-cam-dupla-selfie-8mp/p/226408500/te/clph/
"Smartphone Samsung Galaxy A31 128GB Tela 6.4"" 4GB RAM Octa Core Câmera Quádrupla Traseira 48MP + 8MP + 5MP + 5MP Android - Preto",1549.0,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a31-128gb-tela-6-4-4gb-ram-octa-core-camera-quadrupla-traseira-48mp-8mp-5mp-5mp-android-preto/p/efccdkg299/te/ga31/
"Galaxy Note20 Ultra 256GB, 12 GB RAM - Samsung",5699.05,https://www.magazineluiza.com.br/galaxy-note20-ultra-256gb-12-gb-ram-samsung/p/da8kf02a44/te/galx/
"Smartphone Motorola One Fusion Tela 6,5"" - Qualcomm Snapdragon 710 - Câm. Quádrupla 48 MP",1599.0,https://www.magazineluiza.com.br/smartphone-motorola-one-fusion-tela-65-qualcomm-snapdragon-710-cam-quadrupla-48-mp/p/dj7846ek48/te/mtof/
Smartphone LG K62+ 128GB Azul 4G Octa-Core 4GB RAM,1524.27,https://www.magazineluiza.com.br/smartphone-lg-k62-128gb-azul-4g-octa-core-4gb-ram-tela-659-cam-quadrupla-selfie-28mp-dual-chip/p/155592800/te/telg/
"iPhone 11 Apple 256GB (PRODUCT)RED 6,1” 12MP iOS",5904.57,https://www.magazineluiza.com.br/iphone-11-apple-256gb-product-red-61-12mp-ios/p/155611900/te/ip11/
Smartphone Samsung Galaxy S21 128GB Rosa 5G,5399.1,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s21-128gb-rosa-5g-8gb-ram-tela-62-cam-tripla-selfie-10mp/p/155618900/te/gs21/
Smartphone Samsung Galaxy S21 128GB Rosa 5G,5399.1,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s21-128gb-rosa-5g-8gb-ram-tela-62-cam-tripla-selfie-10mp/p/155618900/te/gs21/
Smartphone Motorola Moto E7 32GB Cinza Metálico,1074.6,https://www.magazineluiza.com.br/smartphone-motorola-moto-e7-32gb-cinza-metalico-4g-octa-core-2gb-ram-65-cam-dupla-selfie-5mp/p/155616400/te/me7p/
